qv,q2,ex,nu,RTTOT,RLTOT,RTQE,RLQE,RTIE,RLIE,RTE,RLE,RTNS,RLNS,QD
0.55502,0.005,0.55028,0.5505,0.02490692,0.06983767,-0.0,0.0,0.0249068,0.06983767,1.146233e-07,0.0,0.0,0.0,4.736130972025534e-41
0.55552,0.005,0.55078,0.551,0.02492513,0.07017403,-0.0,0.0,0.02492501,0.07017403,1.136566e-07,0.0,0.0,0.0,4.283676044549931e-41
0.55601,0.005,0.55128,0.5515,0.02494355,0.07051221,-0.0,0.0,0.02494343,0.07051221,1.126967e-07,0.0,0.0,0.0,3.8744465942917145e-41
0.55651,0.005,0.55178,0.552,0.02496944,0.07083985,-0.0,0.0,0.02496933,0.07083985,1.117435e-07,0.0,0.0,0.0,3.504312932515625e-41
0.55701,0.005,0.55228,0.5525,0.02498798,0.07117531,-0.0,0.0,0.02498787,0.07117531,1.10797e-07,0.0,0.0,0.0,3.16953992597207e-41
0.5575,0.005,0.55278,0.553,0.02500672,0.07151413,-0.0,0.0,0.02500661,0.07151413,1.098571e-07,0.0,0.0,0.0,2.86674929941863e-41
0.558,0.005,0.55328,0.5535,0.02502566,0.07185544,-0.0,0.0,0.02502555,0.07185544,1.089238e-07,0.0,0.0,0.0,2.592885540030002e-41
0.55849,0.005,0.55378,0.554,0.0250448,0.07219894,-0.0,0.0,0.02504469,0.07219894,1.079971e-07,0.0,0.0,0.0,2.3451850595336387e-41
0.55899,0.005,0.55428,0.5545,0.02506412,0.0725445,-0.0,0.0,0.02506401,0.0725445,1.070769e-07,0.0,0.0,0.0,2.1211483027971002e-41
0.55949,0.005,0.55478,0.555,0.02508338,0.07289202,-0.0,0.0,0.02508327,0.07289202,1.061633e-07,0.0,0.0,0.0,1.918514521333499e-41
0.55998,0.005,0.55528,0.5555,0.02510287,0.07324145,-0.0,0.0,0.02510276,0.07324145,1.052561e-07,0.0,0.0,0.0,1.735238957095842e-41
0.56048,0.005,0.55578,0.556,0.02513113,0.07358567,-0.0,0.0,0.02513103,0.07358567,1.043553e-07,0.0,0.0,0.0,1.5694722062576279e-41
0.56097,0.005,0.55628,0.5565,0.02515083,0.073928,-0.0,0.0,0.02515072,0.073928,1.03461e-07,0.0,0.0,0.0,1.4195415546873333e-41
0.56147,0.005,0.55678,0.557,0.0251706,0.07427658,-0.0,0.0,0.0251705,0.07427658,1.025731e-07,0.0,0.0,0.0,1.283934096722956e-41
0.56197,0.005,0.55728,0.5575,0.02519058,0.07462829,-0.0,0.0,0.02519048,0.07462829,1.016915e-07,0.0,0.0,0.0,1.1612814668572346e-41
0.56246,0.005,0.55778,0.558,0.02521077,0.07498251,-0.0,0.0,0.02521066,0.07498251,1.008162e-07,0.0,0.0,0.0,1.0503460302229389e-41
0.56296,0.005,0.55828,0.5585,0.02523115,0.07533899,-0.0,0.0,0.02523105,0.07533899,9.994718e-08,0.0,0.0,0.0,9.500083924944431e-42
0.56345,0.005,0.55878,0.559,0.02525162,0.07569759,-0.0,0.0,0.02525152,0.07569759,9.908442e-08,0.0,0.0,0.0,8.592561031387861e-42
0.56395,0.005,0.55928,0.5595,0.0252721,0.07605822,-0.0,0.0,0.025272,0.07605822,9.822788e-08,0.0,0.0,0.0,7.771734379961811e-42
0.56445,0.005,0.55978,0.56,0.0252928,0.07642084,-0.0,0.0,0.02529271,0.07642084,9.737753e-08,0.0,0.0,0.0,7.029321580634695e-42
0.56494,0.005,0.56028,0.5605,0.02532369,0.07677234,-0.0,0.0,0.02532359,0.07677234,9.653332e-08,0.0,0.0,0.0,6.357831512088583e-42
0.56544,0.005,0.56078,0.561,0.02534448,0.07712855,-0.0,0.0,0.02534438,0.07712855,9.569523e-08,0.0,0.0,0.0,5.750488724568663e-42
0.56593,0.005,0.56128,0.5615,0.02536543,0.07748992,-0.0,0.0,0.02536534,0.07748992,9.486323e-08,0.0,0.0,0.0,5.2011650654462056e-42
0.56643,0.005,0.56178,0.562,0.02538659,0.07785444,-0.0,0.0,0.0253865,0.07785444,9.403728e-08,0.0,0.0,0.0,4.704317837393495e-42
0.56693,0.005,0.56228,0.5625,0.02540797,0.07822156,-0.0,0.0,0.02540787,0.07822156,9.321736e-08,0.0,0.0,0.0,4.254933865018787e-42
0.56742,0.005,0.56278,0.563,0.02542974,0.07859102,-0.0,0.0,0.02542965,0.07859102,9.240343e-08,0.0,0.0,0.0,3.848478905437912e-42
0.56792,0.005,0.56328,0.5635,0.02545112,0.07896269,-0.0,0.0,0.02545103,0.07896269,9.159546e-08,0.0,0.0,0.0,3.48085189220275e-42
0.56842,0.005,0.56378,0.564,0.02547276,0.07933648,-0.0,0.0,0.02547267,0.07933648,9.079341e-08,0.0,0.0,0.0,3.148343550788642e-42
0.56891,0.005,0.56428,0.5645,0.02549463,0.07971233,-0.0,0.0,0.02549454,0.07971233,8.999726e-08,0.0,0.0,0.0,2.847598967966148e-42
0.56941,0.005,0.56478,0.565,0.02552821,0.08007287,-0.0,0.0,0.02552812,0.08007287,8.920697e-08,0.0,0.0,0.0,2.575583737292655e-42
0.5699,0.005,0.56528,0.5655,0.02555009,0.08044155,-0.0,0.0,0.02555,0.08044155,8.842251e-08,0.0,0.0,0.0,2.3295533390481352e-42
0.5704,0.005,0.56578,0.566,0.02557216,0.08081542,-0.0,0.0,0.02557207,0.08081542,8.764385e-08,0.0,0.0,0.0,2.1070254455914046e-42
0.5709,0.005,0.56628,0.5665,0.02559444,0.0811926,-0.0,0.0,0.02559435,0.0811926,8.687096e-08,0.0,0.0,0.0,1.905754872632986e-42
0.57139,0.005,0.56678,0.567,0.02561694,0.08157252,-0.0,0.0,0.02561685,0.08157252,8.610381e-08,0.0,0.0,0.0,1.7237109236305755e-42
0.57189,0.005,0.56728,0.5675,0.02563986,0.08195491,-0.0,0.0,0.02563978,0.08195491,8.534236e-08,0.0,0.0,0.0,1.5590568986631807e-42
